kelime,vektör_1,vektör_2,vektör_3,vektör_4,vektör_5,vektör_6,vektör_7,vektör_8,vektör_9,vektör_10,vektör_11,vektör_12,vektör_13,vektör_14,vektör_15,vektör_16,vektör_17,vektör_18,vektör_19,vektör_20,vektör_21,vektör_22,vektör_23,vektör_24,vektör_25,vektör_26,vektör_27,vektör_28,vektör_29,vektör_30,vektör_31,vektör_32,vektör_33,vektör_34,vektör_35,vektör_36,vektör_37,vektör_38,vektör_39,vektör_40,vektör_41,vektör_42,vektör_43,vektör_44,vektör_45,vektör_46,vektör_47,vektör_48,vektör_49,vektör_50,vektör_51,vektör_52,vektör_53,vektör_54,vektör_55,vektör_56,vektör_57,vektör_58,vektör_59,vektör_60,vektör_61,vektör_62,vektör_63,vektör_64,vektör_65,vektör_66,vektör_67,vektör_68,vektör_69,vektör_70,vektör_71,vektör_72,vektör_73,vektör_74,vektör_75,vektör_76,vektör_77,vektör_78,vektör_79,vektör_80,vektör_81,vektör_82,vektör_83,vektör_84,vektör_85,vektör_86,vektör_87,vektör_88,vektör_89,vektör_90,vektör_91,vektör_92,vektör_93,vektör_94,vektör_95,vektör_96,vektör_97,vektör_98,vektör_99,vektör_100
kırmızı,0.700463,0.219088,-0.152235,0.603396,0.963996,-0.941021,0.919333,0.200756,0.579008,-0.059548,0.721197,0.700308,-0.026253,0.590388,-0.223358,0.020138,0.082912,-0.08612,0.514937,-0.894903,-0.398897,-0.362287,-0.799035,-0.283954,0.977583,-0.498061,-0.04237,-0.5532,-0.745736,-0.461159,0.638968,-0.015939,0.444309,8e-06,0.181918,0.828426,0.350628,-0.697806,-0.271365,0.113991,-0.371796,0.680703,0.043287,-0.633907,-0.551213,-0.067836,-0.822988,0.089012,-0.530526,0.047678,0.094233,-0.744229,0.579085,0.616065,-0.663276,0.963467,0.044899,-0.080384,0.959355,-0.576519,0.371763,0.974863,-0.751361,0.613805,0.768817,-0.25055,-0.875193,-0.017832,0.66277,-0.286839,0.030508,-0.496744,-0.02287,-0.391461,-0.147331,0.056386,-0.626498,-0.595818,-0.85477,0.619044,0.522038,0.248674,-0.786286,0.412875,-0.953462,0.109529,0.661468,0.446081,0.173877,-0.378562,0.316526,0.825825,-0.751306,0.497446,-0.721809,-0.160362,-0.003226,0.758546,0.558194,-0.818059
mavi,0.897746,0.535448,0.70784,-0.172931,-0.66625,-0.238186,0.865163,-0.411303,-0.17027,-0.709039,0.622747,0.938741,0.282014,-0.485584,-0.879397,0.24557,0.072925,-0.01209,0.322439,-0.700396,0.515291,0.079795,0.890067,-0.123537,-0.017891,0.437836,-0.46449,0.131009,0.046071,0.213478,0.001126,0.711887,-0.815078,-0.952424,-0.510153,0.076658,0.602132,0.167822,-0.846436,-0.628831,0.411395,0.447719,-0.711072,-0.354036,-0.972715,-0.515105,-0.800672,0.157786,-0.777794,-0.09539,0.518884,-0.127941,-0.581813,0.893761,-0.432963,-0.868819,-0.106602,-0.200218,0.883444,0.057092,-0.769463,-0.57398,-0.538855,-0.028046,0.602653,-0.520231,0.231012,0.848697,-0.981202,0.069032,-0.511745,0.830933,-0.183186,-0.256139,-0.650628,0.909983,-0.519085,-0.861636,-0.343518,-0.167286,-0.391728,-0.247117,0.148378,-0.621834,0.575871,0.99692,-0.020536,0.273879,0.19922,-0.592365,0.710591,-0.019587,-0.848964,0.180808,0.652871,0.914814,0.203546,0.866268,-0.865026,0.534195
yeşil,-0.933331,-0.183063,-0.936474,-0.552497,0.026852,0.81442,0.175703,0.15936,0.482161,-0.511708,0.765109,0.03247,0.38258,-0.277825,0.515003,-0.621065,0.220084,-0.500904,-0.099356,0.491538,0.158383,-0.482295,0.605012,0.593853,0.220746,-0.023352,-0.391251,0.386806,0.289949,0.593468,0.926853,0.922626,-0.568259,0.535319,0.642361,0.239587,-0.420925,-0.938743,-0.291799,-0.991236,-0.765149,0.505974,-0.727254,-0.258584,0.806875,0.557179,0.0069,0.311505,0.9857,0.881818,-0.037168,0.624026,-0.676421,0.524279,0.142662,-0.097916,-0.029824,0.056646,-0.365695,-0.969001,-0.894835,0.84572,0.719334,-0.911202,0.638277,-0.520418,0.697988,-0.84398,0.476379,-0.422233,0.37618,-0.233367,-0.490634,-0.377065,0.882564,0.186881,-0.399662,0.378011,0.388131,0.020119,-0.35513,0.920489,-0.385518,-0.116614,-0.265564,-0.06235,0.663135,-0.846326,0.995459,0.202843,-0.039188,0.271725,-0.266025,-0.628667,-0.618009,0.757403,-0.434367,-0.204101,-0.3119,0.008229
sarı,-0.752714,0.994653,-0.746661,-0.975046,0.258798,-0.06594,-0.327777,-0.44564,0.342689,-0.199895,-0.938195,-0.001383,0.648849,0.941204,-0.537587,-0.121426,-0.850702,0.356462,-0.942881,-0.978181,0.305475,0.940942,-0.00238,0.356176,0.867413,0.59164,-0.679932,-0.496658,-0.193963,0.581155,0.467819,-0.484515,0.295547,-0.998388,-0.342632,-0.29393,0.508654,-0.637301,0.55027,0.555494,0.730329,0.976966,0.577708,0.953767,0.289432,-0.845238,0.354762,0.780355,-0.008106,0.826272,-0.93666,0.775082,0.838166,0.53348,-0.092366,-0.404265,0.205919,0.44077,0.237741,-0.384696,-0.77341,-0.741166,0.442978,0.95756,-0.169173,0.3698,-0.327767,0.578956,0.736479,0.666489,0.033638,0.753078,-0.637375,-0.495757,0.636047,-0.118069,0.110237,-0.667705,-0.417359,0.770038,0.023876,0.0667,0.31454,-0.420697,-0.28452,-0.592225,0.336811,0.488705,0.000782,0.422404,-0.269253,0.607207,-0.205604,0.303038,0.474286,-0.94335,-0.892937,0.020109,0.97489,0.487851
siyah,0.175706,-0.909133,0.520573,-0.379234,-0.965083,-0.47365,-0.244913,0.920988,-0.905215,0.750406,-0.50602,0.418205,0.912995,0.969659,-0.427501,-0.328333,-0.766777,0.314085,0.822055,0.93088,0.767316,0.187283,-0.767966,0.669761,-0.404344,0.5311,-0.015488,0.061008,0.353803,-0.493619,-0.218137,-0.347255,-0.064887,0.57769,0.168189,0.254989,0.070012,-0.473308,0.150653,-0.960489,-0.916667,-0.557139,0.964429,0.132439,-0.734297,0.114789,-0.897918,0.027791,0.370109,-0.079857,0.170923,0.164393,0.469048,-0.979824,-0.505151,0.87957,0.799613,-0.452089,0.026557,-0.251727,-0.462437,0.933681,0.251439,0.080276,-0.68052,-0.764896,-0.337691,-0.292201,-0.825683,0.413472,0.57476,0.611156,-0.429494,-0.402396,0.052945,-0.307582,-0.200675,-0.758614,0.013959,-0.881114,-0.13554,-0.160961,0.897515,-0.653668,0.376266,-0.559525,0.139185,-0.180151,0.114154,-0.20963,-0.344931,0.523605,0.071506,-0.610885,0.040061,-0.823535,0.511564,0.374386,0.535722,-0.21112
beyaz,-0.873913,0.79903,-0.62739,0.691997,-0.954108,0.691918,0.531067,0.188406,0.848006,0.707962,0.385593,-0.929379,-0.46808,0.43428,-0.249468,-0.134246,-0.242246,-0.532294,-0.159795,0.957842,0.024075,-0.622924,-0.898829,-0.904828,-0.701968,0.093033,0.235691,-0.286209,-0.201888,-0.601277,-0.251804,-0.935135,0.74612,0.748095,-0.409959,0.491567,0.314427,-0.026383,-0.127877,-0.333416,0.110479,0.455871,0.703861,0.596094,-0.329541,0.674196,-0.636104,0.881296,0.657336,-0.71644,0.443367,0.100546,-0.688464,0.57057,-0.374589,-0.709417,-0.861311,0.326756,0.703501,-0.479702,0.989541,-0.36368,-0.089393,-0.424821,0.651081,0.101865,0.286482,-0.86833,0.350348,-0.203767,0.767886,0.912223,-0.671798,0.385996,-0.369046,0.329025,-0.230011,-0.445181,0.685834,0.238241,0.592365,0.241074,-0.075875,-0.690736,0.935615,0.229759,-0.877732,-0.281187,-0.828839,0.614581,0.013483,0.99215,0.946577,-0.204501,0.479247,-0.719172,0.820065,0.60458,0.943785,-0.885314
açık,0.642732,-0.022201,0.685941,0.983483,0.327627,0.337634,-0.753268,-0.348564,0.779587,-0.161939,-0.930959,-0.510463,0.159709,-0.546914,0.749098,0.437044,-0.056249,0.408268,0.269758,-0.340897,0.235383,-0.206425,-0.21716,0.934895,0.446402,0.190242,0.785496,-0.909295,-0.816684,0.246546,0.510992,0.781065,-0.265035,-0.991832,-0.805031,0.335463,-0.366127,-0.862735,0.278489,0.969963,0.002895,-0.107682,-0.86141,0.810656,-0.649455,-0.890824,0.9948,0.035461,0.698533,-0.578348,-0.264069,-0.908162,0.553549,0.148956,0.117384,-0.247007,0.65968,0.732581,0.240248,0.883078,-0.979865,0.839638,-0.93473,-0.915415,0.869974,0.977398,0.969964,-0.093275,0.799952,-0.064201,-0.679592,-0.978914,0.362005,-0.406677,-0.127767,-0.994787,0.308841,-0.366378,-0.312652,-0.077479,0.513143,0.059238,-0.145699,-0.44096,-0.242335,-0.961789,0.110439,0.312502,0.545408,0.038178,0.584918,0.564588,0.596672,-0.583512,-0.697211,-0.626169,-0.317223,-0.984435,0.011114,-0.207591
koyu,-0.419599,-0.385773,0.348999,0.027037,0.080365,-0.825737,0.892222,0.844859,-0.614482,0.949979,-0.18048,-0.533486,-0.239427,0.73014,-0.589145,0.555086,-0.86849,0.538196,0.12953,-0.205851,-0.083388,-0.392891,-0.734449,0.871602,-0.376898,-0.366456,0.445273,-0.193451,0.477767,0.775052,-0.997667,-0.648751,0.563927,-0.605896,0.962388,-0.576955,0.426904,-0.005842,-0.350869,-0.342795,-0.607966,0.416044,0.045851,-0.003803,-0.521923,0.327768,-0.491292,0.779345,-0.595894,-0.546193,-0.590328,-0.674025,-0.559109,-0.312881,-0.181914,0.121051,0.019015,-0.583634,0.956351,0.177344,0.528878,-0.289641,0.242178,-0.327555,0.965969,0.694008,-0.494533,-0.553685,0.312888,-0.326155,0.590128,0.250922,-0.375918,0.573836,-0.4493,-0.017465,-0.805649,-0.92172,0.774552,-0.814779,0.190108,-0.237418,-0.062427,0.71836,-0.158116,0.721565,0.786329,-0.631551,-0.903688,0.290437,-0.960964,0.629789,0.053486,0.59686,0.119817,-0.601056,-0.020599,0.619173,-0.470975,-0.413188
pastel,-0.36868,0.951067,-0.853749,-0.281367,0.879559,-0.655647,-0.040745,-0.602257,-0.592088,-0.270997,0.175013,-0.093616,-0.303069,0.100959,-0.622883,0.988112,-0.711363,0.297463,0.965072,-0.270135,0.367957,0.522935,-0.907739,-0.281527,0.672113,-0.69632,0.935868,0.608221,0.826975,0.408591,-0.352844,0.774543,0.043574,0.820367,-0.464523,0.933408,-0.38269,-0.617931,0.0511,0.703551,-0.323275,0.567199,0.620933,-0.552522,-0.196237,0.513999,-0.566829,-0.239723,-0.942118,0.647344,-0.680408,-0.405317,-0.647894,-0.47003,0.295593,-0.659464,0.765247,0.612954,0.577355,-0.568342,-0.747821,0.507205,-0.435566,0.732209,0.206084,-0.875965,-0.117409,0.196227,-0.485686,-0.200254,0.556489,-0.091293,0.345162,0.888186,0.700155,0.847192,-0.121556,-0.624776,-0.666325,0.504304,0.285702,0.931153,0.09469,0.973059,0.566241,-0.005515,0.076862,-0.078556,0.900359,-0.911347,0.639049,-0.482576,-0.775667,-0.250065,-0.971005,-0.889882,0.450856,0.016027,-0.737502,-0.596203
canlı,0.937893,-0.211708,-0.627087,0.449854,-0.434954,-0.066534,0.10133,-0.692137,0.099128,-0.061582,-0.348426,0.083835,0.364007,0.86386,-0.669308,-0.272746,-0.054451,0.03023,0.151591,0.373925,-0.993295,0.8387,-0.867712,-0.145945,0.768677,-0.223027,-0.30676,-0.173163,-0.829241,0.84712,0.603574,-0.738256,-0.246375,0.883739,0.209554,-0.283806,-0.59026,0.303746,0.587221,0.900157,0.309268,-0.511665,-0.491012,0.364755,0.875493,-0.795979,-0.412943,-0.751312,-0.908643,0.793092,0.793124,-0.760169,0.009655,0.990401,0.232701,0.212667,0.667697,-0.764975,-0.237098,-0.606787,0.321819,0.567789,0.212601,-0.765009,-0.558949,-0.890374,-0.822164,0.090044,-0.790509,0.178147,-0.676949,0.393389,-0.806573,-0.734529,0.800771,0.145777,-0.028533,-0.003947,-0.563467,-0.639187,0.086606,-0.647534,-0.545938,-0.784552,0.115327,0.33372,0.201698,-0.544224,0.307945,-0.343662,0.211208,-0.176348,0.89652,0.952417,0.497689,-0.588493,-0.820091,-0.871411,0.943272,-0.120586
