kelime,vektör_1,vektör_2,vektör_3,vektör_4,vektör_5,vektör_6,vektör_7,vektör_8,vektör_9,vektör_10,vektör_11,vektör_12,vektör_13,vektör_14,vektör_15,vektör_16,vektör_17,vektör_18,vektör_19,vektör_20,vektör_21,vektör_22,vektör_23,vektör_24,vektör_25,vektör_26,vektör_27,vektör_28,vektör_29,vektör_30,vektör_31,vektör_32,vektör_33,vektör_34,vektör_35,vektör_36,vektör_37,vektör_38,vektör_39,vektör_40,vektör_41,vektör_42,vektör_43,vektör_44,vektör_45,vektör_46,vektör_47,vektör_48,vektör_49,vektör_50,vektör_51,vektör_52,vektör_53,vektör_54,vektör_55,vektör_56,vektör_57,vektör_58,vektör_59,vektör_60,vektör_61,vektör_62,vektör_63,vektör_64,vektör_65,vektör_66,vektör_67,vektör_68,vektör_69,vektör_70,vektör_71,vektör_72,vektör_73,vektör_74,vektör_75,vektör_76,vektör_77,vektör_78,vektör_79,vektör_80,vektör_81,vektör_82,vektör_83,vektör_84,vektör_85,vektör_86,vektör_87,vektör_88,vektör_89,vektör_90,vektör_91,vektör_92,vektör_93,vektör_94,vektör_95,vektör_96,vektör_97,vektör_98,vektör_99,vektör_100
kırmızı,0.577265,0.303353,0.339279,0.963798,0.186689,-0.937284,0.063604,-0.104071,0.150239,0.402524,-0.653224,0.196637,0.729396,0.309585,0.465692,-0.170996,-0.684604,0.563926,0.721622,0.606401,0.965701,0.012813,0.23132,0.67022,0.4486,-0.455779,-0.073551,-0.961886,-0.889971,0.485882,-0.004138,-0.186908,0.212792,-0.871935,-0.606715,-0.734324,0.5275,-0.986073,0.457343,0.100081,0.587944,0.467795,-0.410057,-0.363228,-0.8117,-0.065041,0.05166,0.419702,0.939151,0.516774,-0.543701,0.718848,0.451437,-0.282752,-0.954734,-0.691844,0.673581,0.361768,-0.246704,-0.97633,0.791,0.268152,0.410658,-0.162667,0.741032,-0.121869,-0.942514,-0.255057,0.606071,0.223197,0.468486,-0.958335,0.181655,0.553168,-0.65387,0.501897,0.646988,0.611166,-0.032829,0.948713,0.714088,-0.730905,-0.117803,0.227211,0.025938,-0.947367,0.088602,0.075594,0.89731,-0.441479,0.977695,-0.537192,0.088746,0.07033,-0.834043,0.39675,-0.207702,-0.451815,-0.740401,-0.00462
mavi,-0.854984,0.294769,-0.666448,-0.575003,0.355575,-0.977238,0.333117,0.984433,-0.045063,0.76032,0.283504,0.427625,-0.888605,0.427153,-0.986111,0.099562,0.147129,-0.398353,0.190201,0.263301,-0.586674,-0.090517,0.665897,0.649935,-0.711726,-0.992344,-0.453778,0.586453,-0.789115,-0.457586,-0.174063,0.144875,0.876344,0.559398,-0.128743,0.858403,0.778056,-0.531041,0.998149,-0.137853,-0.094322,-0.689983,0.618062,-0.526978,-0.059885,0.934553,0.843857,-0.002594,0.553002,0.059627,-0.034728,-0.64786,0.19516,0.644481,0.682692,-0.15484,0.874986,-0.558834,0.100481,-0.249856,-0.245626,-0.454577,-0.439008,-0.178719,-0.609158,0.353861,-0.030092,0.257339,0.557248,-0.129636,0.852697,-0.327567,0.178486,-0.813067,0.299315,0.648979,-0.6795,-0.874651,-0.316087,0.53007,-0.742445,-0.699849,-0.690926,-0.035287,0.464967,0.854264,-0.420367,0.660715,-0.267071,-0.952007,-0.171583,0.899733,0.889486,0.497096,-0.382402,-0.323478,0.418821,0.467568,0.418269,-0.014072
yeşil,0.344994,0.133823,-0.869569,0.404594,-0.037224,0.579569,0.126966,0.986879,-0.214501,-0.128249,0.035508,0.009034,0.157073,0.21784,-0.621081,-0.869578,0.132315,0.821399,0.249665,0.968443,-0.593449,0.112081,-0.800802,0.974678,-0.084963,-0.779129,0.484151,-0.878787,0.739553,-0.766321,0.939617,0.90327,0.913133,0.848166,0.085782,0.71296,0.695628,-0.389994,0.994476,0.213975,0.434959,0.297853,-0.169789,0.363843,-0.637418,-0.693403,0.379415,-0.695072,0.758633,-0.398698,-0.929859,-0.193391,0.622639,0.886511,-0.657174,0.217014,0.376865,-0.779772,0.95953,0.767566,-0.680223,-0.964583,0.945112,-0.19659,0.951919,-0.238761,0.383957,0.505068,0.446549,0.02793,-0.524584,0.698762,-0.243053,0.619854,-0.134251,0.252205,0.535101,-0.047216,0.472628,0.221642,0.067802,0.276664,0.312248,0.509955,-0.214394,-0.464795,-0.753174,0.439237,-0.117351,-0.834185,-0.868355,-0.603766,-0.736173,-0.747594,-0.523717,-0.976971,-0.057098,0.728303,-0.565362,0.998671
sarı,0.830887,0.745538,-0.85124,0.357842,0.913093,0.574456,-0.240446,-0.053222,0.851622,0.933465,0.374133,0.598663,0.927979,0.236269,-0.676723,-0.731086,-0.954009,-0.35312,-0.15279,-0.992123,-0.657404,0.644998,-0.493341,0.098969,0.459603,-0.298254,-0.587654,0.744866,-0.044052,0.07289,-0.422948,-0.230599,0.852296,-0.535061,0.237264,0.033108,-0.073894,0.828985,0.599458,0.442387,-0.505114,0.937026,0.451083,-0.543113,-0.230303,0.755941,0.749899,0.421983,-0.739789,-0.756689,0.548126,0.545349,-0.859776,-0.341445,0.521688,-0.065006,0.310118,-0.083827,-0.533646,-0.248963,0.714189,0.237807,-0.574911,0.835339,0.54286,-0.895132,-0.019448,-0.078209,0.494348,0.374711,0.09196,-0.052968,-0.704121,0.462675,0.84093,0.744608,-0.642817,-0.729279,-0.059629,-0.535379,0.032458,-0.258193,-0.942717,-0.279083,-0.497876,0.376897,0.182998,-0.351067,-0.714096,-0.463194,0.320558,0.797711,0.475264,0.624975,-0.906335,0.661678,0.819056,0.993956,0.293394,-0.286982
siyah,-0.576755,0.805388,-0.406452,-0.004528,0.901098,0.78306,-0.709599,0.844359,-0.987027,0.203283,-0.22505,0.67257,0.419517,0.056085,0.916624,-0.088803,0.541082,0.505553,-0.301743,-0.244311,0.444755,0.063259,0.007027,-0.195883,0.401527,-0.836954,0.719685,0.369941,0.748586,0.288748,0.567773,0.436959,-0.892276,0.14196,-0.840801,-0.426373,0.040521,0.585183,0.722685,0.773155,0.93578,0.145324,0.944777,0.67588,-0.982941,-0.805763,-0.687704,-0.654055,-0.340913,0.314655,-0.125706,-0.085455,0.07321,0.002347,0.14913,0.149982,0.967151,0.864481,0.594214,0.194214,-0.542208,0.377546,0.515021,0.629388,-0.955125,0.834018,0.671702,-0.165556,-0.949457,0.375715,0.128577,-0.250168,0.103506,0.260758,0.634635,0.995459,-0.031152,0.094146,-0.920521,-0.053021,-0.652192,0.155084,0.863758,0.141342,0.500778,-0.252287,-0.509592,-0.826751,0.452852,-0.883423,-0.858423,0.824718,-0.000777,0.05142,0.881748,0.261091,-0.385192,0.325402,-0.246289,0.923439
beyaz,0.351201,-0.355484,0.84798,0.229231,-0.526007,0.15931,0.704092,0.125509,-0.655391,-0.395251,-0.512226,-0.193325,0.793352,0.777861,-0.583997,-0.981562,-0.059258,-0.977161,0.659313,0.020249,-0.99846,0.463011,0.097369,0.107542,-0.720903,0.127044,0.491449,0.570962,-0.901043,0.263847,0.281152,0.006801,-0.326071,0.496319,0.456152,0.311021,0.351439,-0.641667,0.84287,-0.71074,-0.152676,-0.757477,0.579588,0.304471,-0.468528,-0.770984,-0.078556,-0.787231,0.939011,0.458694,-0.742095,0.030643,-0.341945,0.34189,0.023311,0.919411,0.13858,0.363426,0.466001,0.061349,-0.015891,-0.437589,0.551885,0.800735,0.944339,0.941605,-0.657041,-0.204948,0.907588,-0.846983,0.819922,0.76168,-0.383834,0.879669,-0.33057,0.240464,-0.590512,-0.215641,0.210434,-0.105034,-0.612375,0.667786,0.9263,0.603222,-0.004159,-0.528976,0.51839,0.235977,-0.756854,0.525032,-0.415911,-0.433961,0.170355,-0.213523,-0.543311,0.672481,-0.510899,-0.592202,0.069707,0.76071
açık,-0.18026,0.649411,-0.227652,-0.022881,0.362655,-0.802746,0.381255,0.669831,-0.862953,-0.70016,0.15447,-0.624373,-0.92044,0.154213,0.354028,0.650508,-0.259504,0.060989,0.707174,0.86009,0.841549,-0.85591,0.092808,-0.556815,0.538589,0.090125,-0.33949,-0.125103,-0.00359,-0.330689,0.203718,0.744605,0.964438,-0.971046,-0.778471,-0.158647,0.30084,0.420084,0.341756,0.572976,0.309035,0.607626,-0.810795,-0.808225,0.286999,-0.82446,0.9897,-0.540096,0.457004,0.573302,0.496064,0.505971,-0.378001,-0.029219,0.118399,-0.006082,-0.003759,0.979327,-0.15293,0.584072,-0.656445,-0.897249,-0.887519,-0.624639,-0.051184,-0.111762,-0.306428,-0.181953,-0.968662,0.829241,0.064578,-0.407059,-0.057084,-0.183052,-0.968088,0.674904,0.076319,-0.895455,-0.147379,-0.795917,-0.526037,0.696054,0.661924,-0.178042,-0.488126,0.372784,0.916851,0.946237,-0.558077,0.133141,-0.503297,0.090316,-0.383727,0.843423,-0.182251,0.124192,-0.938902,-0.558607,-0.479478,-0.334556
koyu,0.822219,0.077,0.31903,-0.094873,0.970223,0.332028,-0.027626,0.208294,0.764556,0.083439,0.662076,0.784594,-0.390742,0.392877,-0.116301,0.136034,0.183357,0.4388,0.337154,-0.899673,0.718059,-0.490951,0.629505,0.69108,0.662544,-0.64866,0.043236,-0.061416,-0.43342,0.498005,0.862648,-0.819998,-0.53,-0.143358,0.003256,0.638771,-0.361144,0.991598,-0.423854,0.902734,-0.979646,-0.987381,0.088454,0.146687,-0.034917,0.354198,-0.380571,0.659632,0.182292,0.256966,-0.462358,-0.375923,-0.582965,0.202989,-0.001306,0.884119,0.276622,0.798158,0.119965,-0.287643,0.116736,-0.389106,0.867658,0.553527,0.734536,-0.872117,0.516426,0.913645,0.285329,-0.894027,-0.136047,0.135767,0.408287,0.553011,-0.1803,0.743678,0.968358,0.676802,0.437403,0.037458,-0.054872,-0.480938,0.637496,-0.591641,-0.478701,-0.872308,-0.327086,-0.452505,-0.374745,-0.800683,0.583601,-0.134472,-0.09327,-0.91258,0.930052,0.084944,0.023298,-0.755745,0.443443,0.745534
pastel,-0.062544,-0.834619,0.610383,0.644509,0.135332,0.750434,-0.398214,0.501147,-0.311666,0.427328,0.714691,0.224348,0.997394,0.668957,0.319437,-0.259495,0.269689,0.354632,0.286493,0.167909,0.900161,-0.600864,0.311774,-0.960962,0.167832,-0.717057,0.78554,0.044352,-0.246115,-0.146284,-0.363473,-0.242032,0.219818,-0.320171,0.717273,-0.413432,-0.459793,0.912762,0.475054,-0.915535,0.10032,0.256876,-0.558257,-0.828724,0.446087,0.378858,0.917776,-0.08108,-0.087141,0.377393,0.977175,-0.219782,-0.083251,-0.460356,0.288828,0.274753,0.224951,-0.929109,-0.201451,-0.680999,-0.834213,0.897388,0.926032,0.966281,-0.317575,-0.223945,0.384423,0.363675,0.852237,0.298521,-0.684594,0.678715,0.029912,0.297644,-0.142431,-0.652701,0.300154,0.881398,-0.517935,-0.367303,0.106855,0.920334,-0.187932,-0.736015,-0.248809,-0.637997,-0.287387,-0.449453,-0.556866,-0.606347,-0.71775,-0.94865,0.082097,-0.965546,-0.744839,0.587949,-0.494539,-0.728134,0.224578,0.103509
canlı,-0.292666,0.323954,-0.223466,-0.013617,0.653693,0.115156,0.268007,-0.834544,-0.892906,0.744354,0.424552,0.71625,-0.444173,-0.357827,0.536068,-0.232583,0.295509,0.40319,0.830509,0.192115,-0.167107,0.424978,-0.583864,0.519549,-0.810777,0.197959,0.847973,0.844892,-0.44208,-0.538703,0.394839,0.784169,0.24126,-0.491564,0.756487,-0.388807,0.856559,0.438445,0.715851,-0.190951,-0.262098,0.326092,0.326168,-0.829675,-0.77913,-0.100974,0.729315,0.732362,-0.794062,0.009056,-0.442158,-0.632596,0.169421,-0.700976,-0.829835,0.165133,0.177551,-0.799703,-0.915461,0.239912,-0.972637,0.024657,-0.03582,0.716114,0.156516,0.889254,0.560137,0.55302,0.635996,-0.133004,-0.838204,-0.534654,0.48024,-0.432492,0.575954,0.211142,-0.489895,-0.70548,-0.995716,0.00273,0.902004,-0.068438,0.790731,-0.613058,-0.742733,-0.926331,-0.718328,-0.849271,-0.417122,-0.250461,-0.121603,0.002233,-0.555771,0.546856,-0.152591,0.250722,-0.145359,0.580317,0.283343,-0.468122
