word,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100
kırmızı,0.00704117318182107,0.7103728342357778,0.6427966378899934,0.7953337364250883,0.25069358028959743,0.05200734444247501,0.39095516836606314,0.38308278046769817,0.2010061547147618,0.21995452327391551,0.07341089551799163,0.8908913489695177,0.2767233849894858,0.36811885766406094,0.6734481445567337,0.5349457345010571,0.8677932477201495,0.7386099948272801,0.64307509712966,0.35231770928067907,0.6860989729379174,0.46426448356335415,0.2681363793576472,0.903347423429268,0.9529861447499297,0.45885012900935795,0.18937120198350765,0.7388136856215602,0.23585917141591606,0.5247035033850254,0.4874680595564147,0.8455403638680882,0.006760814882153632,0.5350691251615415,0.9714986580895614,0.3948689298702892,0.31894357518911576,0.024708576366543777,0.08274573932506146,0.6657442472208084,0.5363543108657217,0.04687004873282974,0.5859937864183252,0.2353405067938702,0.3858464265415138,0.21946338587198522,0.43534395572139095,0.7669532320210046,0.39052148895802374,0.9504502510385139,0.04145427171407012,0.8917600991088706,0.7882844890959473,0.6581709206787725,0.3184530746453962,0.6115255737057598,0.06729267697388774,0.411482665821957,0.8552598997947026,0.7554148579233217,0.2902471748930866,0.7697732818824303,0.12221422692549377,0.444904348121247,0.5842080603943293,0.5064705426177256,0.1898265683697986,0.34217569555151517,0.7964503747293945,0.22413314777414528,0.9942280220598064,0.8048350191712438,0.29348700229091074,0.1024208772061399,0.35688071272211364,0.77637613815322,0.1341462186750031,0.5387447835340381,0.516908414590428,0.004772382601805458,0.9247758988375897,0.5543280697851265,0.39167719149386204,0.6853826198044517,0.727140558316631,0.969049197401753,0.878069134012388,0.580536854976743,0.34252340441319695,0.9363149765369593,0.547456989262897,0.39519934741452745,0.33977131131989635,0.9995334151053813,0.6905714095227974,0.3441651224460117,0.7823590658241354,0.31450325522865874,0.7341553332473023,0.49448218781026143
mavi,0.5376008530459356,0.5189821473406097,0.76402341689935,0.04215208102560497,0.4711232059390933,0.2562528595383553,0.6599071129379261,0.4317959102583583,0.3022498754970848,0.3652011365085316,0.06951412184218675,0.08128726813505782,0.6209961709465807,0.2983730611775215,0.9927780262436608,0.6440198159576872,0.7738162014589585,0.01650695119743295,0.7714779625683008,0.86633415671197,0.4529145610732934,0.6481096491830013,0.5269807456462702,0.8692775332181191,0.4383680098537186,0.7397707503674213,0.11087038444033126,0.796453736958108,0.8683646903729171,0.10779906908440218,0.4576430828611049,0.949560522510131,0.06698764196416107,0.42331751470387746,0.41814679922036835,0.4717240382528396,0.609524470076654,0.6846218359825554,0.14102503357579865,0.5667631620349834,0.4901151923460707,0.18897993651513356,0.9479033277141492,0.9543748674130915,0.0038780512638526554,0.985031358454393,0.9657313256323165,0.8454154873377671,0.1288640506254789,0.9842587254628807,0.31452220543208986,0.14890598154955026,0.8780736192158642,0.17216958263440785,0.19360267920327334,0.4951329827824922,0.9500339130562988,0.3800013403113137,0.16782345090958195,0.3504666217228074,0.9649693833943757,0.5140076271826449,0.871004472056293,0.8372697010324585,0.15703899515091435,0.39037919826901035,0.9897678318330526,0.11861090303319999,0.5742953066052023,0.5598407577685377,0.39389739262085066,0.7591281167534122,0.07305660047649809,0.03942930160474767,0.5076790853685024,0.48399435075217123,0.5454021526529615,0.06949751485578037,0.8237981440611258,0.7067661548253285,0.8935721524477708,0.4141487051371805,0.3749258639575972,0.2537546742127377,0.7340740658383587,0.10077418785332237,0.3516711590855065,0.2155206986853726,0.37334022434198566,0.5126134780370317,0.8302667649259083,0.4105305363256502,0.19676860053560574,0.296768317662471,0.49747170381367656,0.22997628590046915,0.46017529028289195,0.17754424704245164,0.5839528441436038,0.13902841072832417
yeşil,0.895144027718888,0.6165897721562272,0.7593151832383874,0.6170917097437132,0.09112106631791639,0.28554317441092725,0.4432848890955049,0.1382373646013021,0.13716413483499668,0.016318184600459085,0.8158020527274648,0.4906568791817161,0.9034342736847663,0.8121504685943707,0.8306507236228771,0.2882547510077069,0.7089992464817377,0.9789619323955694,0.582119660659997,0.7421852567743085,0.9435115263307463,0.8724514816228655,0.2659336734943307,0.1353119161158941,0.06880023133792712,0.5328522563172994,0.5425307921166991,0.14397302725567218,0.9571368395638421,0.3990477054335704,0.3676905044974643,0.2802474120180737,0.22050672970033292,0.6650809417805407,0.6360071228681541,0.28782800752163606,0.8452691106890624,0.7365277780576914,0.6742105019743428,0.7151697300177235,0.5532899003923155,0.8280770534895947,0.4058717613263918,0.5632285208805996,0.22282577867604503,0.33917289428640474,0.11097876396411155,0.825300810912146,0.2048087378427207,0.7525359945960463,0.9185922939675871,0.8882236750172476,0.5885897921361971,0.551907830910403,0.5512288543526598,0.3264553669713106,0.053965298465293965,0.06431007088439156,0.17325747227731214,0.8750996527937572,0.5245380556707444,0.4022728692661669,0.9221675697920344,0.3728820868329843,0.13760196245405,0.3539847381582696,0.46570119474799165,0.0006423952544098999,0.1308997895873356,0.19812793207426294,0.17695331517570323,0.03358102618037939,0.11801525735994667,0.5646088730691481,0.6457340641453332,0.5320559706560288,0.8702590278091453,0.34669469156494903,0.45055800946947133,0.9382964712232931,0.42873619123033824,0.6884181493407489,0.5398173332710419,0.4218470025564627,0.8245075174079728,0.06931048415667818,0.8908535454193154,0.48533177715735587,0.7733393842365439,0.5175411656742717,0.4371526226430348,0.6902943137537912,0.4628926236759726,0.7861412809657947,0.15321603184643184,0.009810395137726857,0.8195654149873012,0.943910392035724,0.6053783712341569,0.8231333767405721
sarı,0.30789113625335396,0.053538024161389086,0.5385386634145415,0.9352614596985585,0.2401698077132035,0.9609519887652638,0.3077188229883132,0.7220717447960353,0.42184035627019,0.5523224292609321,0.42257432628415303,0.7538389042125493,0.3095872670485823,0.4307753793089657,0.15969605777990448,0.9527649566192831,0.5317541232084436,0.4387080118722839,0.5449361711771967,0.45800495433754174,0.9969600972216277,0.21540287045668016,0.28705621572620044,0.0604208280638755,0.12264774797484002,0.6797304772922793,0.07974814727821755,0.3325790366750403,0.7295401383650999,0.19581648301478438,0.6433698957021499,0.6674619590293771,0.4417769876972627,0.1840950925133673,0.052949461911522944,0.0005593014126701323,0.2260969813933913,0.8428077130570194,0.27657920277103865,0.43469136775904316,0.11466293359792723,0.7572609155665776,0.22761945858871513,0.13780902813199025,0.10962426678047998,0.8793004947899328,0.442082403732297,0.38117462227943966,0.42285731519878955,0.5220747836285528,0.7041340840187029,0.809549223639422,0.4112097533233511,0.29355021953028937,0.4531089781320341,0.747791786451497,0.4327270243288516,0.061437112135700245,0.4945480027006186,0.31974971652939066,0.21598411346019986,0.06247591804950203,0.15830745224945197,0.19915674419032114,0.15758555006480646,0.9771196917899951,0.9084523126466331,0.9942325786669213,0.24609866498148214,0.8112936392209971,0.26148042601435584,0.45214141676160824,0.9912416122534529,0.5293852112390717,0.3363952442555317,0.9148584654832232,0.44738716678974877,0.7852051646880739,0.020808348923335163,0.17274866551514234,0.7767242105035678,0.7216881689972573,0.40327520686853335,0.8648973119610199,0.830155004825599,0.17591496642813986,0.8307124105034753,0.7483316907972218,0.9133864296711872,0.8096478609556064,0.10939995141620185,0.39426465918972364,0.35997490858880254,0.6695715771492532,0.5400569977483758,0.35222704209178357,0.05729543475005727,0.06587881579831001,0.6716640091894883,0.9930583301192001
turuncu,0.8935948742986426,0.6882025515700236,0.9709624698434444,0.53782029747003,0.33892184160868544,0.150116582096961,0.4811367560878129,0.5729346383652918,0.019144062928598382,0.7946978387775291,0.5684248501207014,0.810046509847143,0.25896078996935046,0.8891287816590909,0.5796511769149592,0.6565023490622799,0.16434262234986052,0.5358780196182563,0.054616476741916054,0.9720769875635298,0.5873061050235623,0.07867630643740986,0.9955204425730019,0.4836384306967524,0.6835475790948488,0.47425000424886066,0.7461243639264031,0.40847652539586365,0.7495887870746978,0.9126716157966588,0.8781834969192732,0.142305410506803,0.27118852647990044,0.3429312863035232,0.5600783348647167,0.07754938527537347,0.9453865315185006,0.7411073917840317,0.301240916396079,0.7507244860777091,0.08672183191805316,0.2211316510798207,0.6908701865144802,0.24076165747087686,0.35036024628145834,0.40583367619875854,0.9400817983748198,0.40368799644217135,0.5295860534443516,0.25449309633249373,0.44545662210132453,0.9046802631619664,0.7352912754173586,0.9794578220969127,0.8968843466825357,0.2590638174305381,0.8296461723408313,0.5372136158441023,0.8958575661514163,0.5218340272185956,0.5699933962261069,0.7132405944946787,0.33715233260170063,0.5951807957540496,0.7697702152843561,0.6138970061886542,0.7771775494970344,0.027413249192861033,0.7425839440282603,0.7031347764441476,0.022983985894212133,0.7027489860509769,0.5014275844545056,0.030376767726346787,0.10939080496058562,0.16504993899120202,0.05140213240723457,0.5221072907522422,0.08904836752804579,0.8363028372477699,0.8750748913559906,0.8339452383838264,0.7656937473723429,0.268761586223197,0.4112013587410872,0.15590375515066734,0.7444004009864964,0.4987243084642504,0.966471013512393,0.805693994131668,0.2707134155308214,0.6820455092598756,0.9905597191726002,0.5689699913953753,0.8406078187489006,0.8509159735835584,0.6909662323241622,0.5767986685930583,0.577764401601715,0.45908602871249127
mor,0.7822678088347582,0.44623106630615217,0.6533220121702892,0.7137276823863615,0.14441783870755176,0.44494618951805387,0.7424991968574058,0.31477784951758514,0.22983607603670253,0.3611362460911721,0.9114110934473965,0.8542612090973877,0.773382022302059,0.8290246741360464,0.3444502212469941,0.01568977470026467,0.574957028206129,0.7063750850322584,0.9366584403213793,0.6353669423440885,0.11349136680218652,0.9879610407597353,0.6674543143311626,0.7797353406042485,0.906765362515386,0.8837529490663264,0.7896449294021785,0.5849685352788356,0.6247471312410294,0.21580219843511705,0.7444716320891364,0.26606006364185064,0.32414032121016845,0.25129067315470877,0.6271370287764233,0.41019237917875473,0.021672470900566676,0.2715973517978665,0.9538230758674092,0.3979416513011923,0.9394191874003789,0.6069002367560896,0.03300391169123895,0.212573504261794,0.45457053639183453,0.34077273190782753,0.6786286081155344,0.6824840415195795,0.8759016176890042,0.6596583877843063,0.2516007915983669,0.888989242063047,0.8584605160179308,0.9919891320867579,0.20309887183577569,0.6529484734672558,0.9606120749029756,0.2185799737034103,0.4099693162707494,0.7145300209912603,0.612328536092019,0.07630139131845792,0.030542413140183355,0.3094113220213338,0.612308259347559,0.1925687453343229,0.9711958956610199,0.709132013670621,0.2317126122112425,0.8107950572433208,0.8778717056661547,0.7185533081588227,0.8324774514077172,0.26500322989262226,0.6037474261338788,0.1654968466315513,0.5407048471401414,0.09790005911184296,0.39568218159718516,0.7994183426504399,0.9162837336193208,0.49573847825235795,0.931404032902822,0.05204074560614691,0.37887685302631,0.9128766597102829,0.10499768068267556,0.5495121291387114,0.6739236039637363,0.3778125380590476,0.8614025046483818,0.36887181850489126,0.5529722669065775,0.16353396226459405,0.6845751063214541,0.025992750776805185,0.19358675144445614,0.9748836279670182,0.0421096120059512,0.7270458644048698
pembe,0.8147702124917207,0.5647951580474321,0.7323706126811266,0.4164128617302739,0.12363969607587455,0.5095681869758714,0.24739400836348047,0.07891058038373866,0.04438135998867354,0.7737139109829552,0.6155163516361413,0.6651496734791815,0.10327472566933815,0.05187952338164592,0.9780928266700819,0.08484431350055677,0.1568077222467863,0.8420744869394139,0.2931021952326439,0.599576643227868,0.7718569285013184,0.9955399322285288,0.42152346594090273,0.7626703182285336,0.09909515592372464,0.7355305942095144,0.35435156616502794,0.3320663931532214,0.588597997796574,0.7161156283857938,0.5132927667479507,0.10221872243708563,0.13569842080831196,0.30922757385345434,0.44135199634535194,0.45235720369972265,0.36859814727721474,0.9327674714564906,0.9639647196418011,0.1717066549368319,0.9823244619445574,0.07842688677029175,0.7923511663354701,0.6302867672180527,0.920273947459684,0.9425853105209938,0.6774556001273068,0.9489370918553363,0.5672611124394411,0.18236007915144437,0.617011249895984,0.2766322018014361,0.13170416101409088,0.8171297919263064,0.507481786609002,0.8116340920075074,0.18778560958274604,0.8723318805989725,0.766487175815233,0.5443528304133193,0.5678935585179018,0.12967702172240392,0.5324781370383792,0.947795809915347,0.930965795675279,0.6411337932187298,0.3284772906170921,0.4014555100029137,0.07855181028223668,0.08205588075641168,0.5503955504048414,0.27530493653540966,0.8609790987047133,0.8219147292962536,0.13245493276484632,0.4879381164499367,0.34315960608249096,0.03743633888108511,0.7363931618769671,0.28099706036473604,0.5115168881787244,0.3569653178981166,0.04107911384941065,0.5566374643014459,0.8144169462231361,0.8406510343917171,0.35435137064330047,0.9291678626543012,0.25280123638261864,0.7626024540294387,0.8165614321478116,0.9789334905620044,0.4315846746459463,0.8554679953568862,0.042810828537957035,0.22392232024286474,0.4120331719889506,0.5704733575157782,0.07098162557512266,0.7042097645508513
beyaz,0.3583567780725062,0.22135686985120706,0.677248323042463,0.502023420519188,0.9286320177069373,0.805733208848317,0.7898469795063647,0.21288203447954923,0.6427727051010927,0.2778192100753173,0.6529752222843348,0.9446520838477376,0.48145445964936207,0.7008830111787799,0.6944111080570498,0.7158731712011019,0.9310400640844575,0.8416414728195922,0.9232118426711206,0.6518956327728184,0.14133290717034586,0.2822160319656911,0.4073458936995191,0.369954584612473,0.1447671565743226,0.8563966736534915,0.5821420412107651,0.4231246328990733,0.5978658416389306,0.6296981271527385,0.31990766170239593,0.8717444932981702,0.33985948802500143,0.8474814790339924,0.7606809086178624,0.8651892851875959,0.8859723927307108,0.8298928886305968,0.10854986168343561,0.9026636053926941,0.5189647595262963,0.974665542741163,0.08126433164647284,0.8222880302780551,0.35151950811254185,0.2832904163147376,0.39748683751559,0.3961625712446326,0.8598470733016305,0.30507275227550923,0.8793255089180703,0.8009814579213941,0.9157652546020603,0.5594579196913239,0.8967853492914846,0.7438450654346567,0.428965363110134,0.19673790428601523,0.9527483249324653,0.28291293258679295,0.5162120289404515,0.5420195059039993,0.05094925403297301,0.4923445004841438,0.4980750100876481,0.08732546907217187,0.15539165608415895,0.22563422463004656,0.6784525962608541,0.8943916043045873,0.17274361204045363,0.7612993897878295,0.9340210350098939,0.5413380705472983,0.6921910887352491,0.9473044359742003,0.17098585066857552,0.3318678352273229,0.17703584119484161,0.21636074254729087,0.819763415491703,0.4552928837265555,0.23808335384690127,0.7819348997811099,0.4840515197423467,0.9000100078321028,0.4891641551238697,0.6906273911150212,0.7049697389568846,0.03217979596260023,0.17848644463144958,0.4372306154389387,0.7516930543650805,0.2869177283235401,0.8872624994523944,0.16695761327411784,0.7554182316470138,0.7747213821569772,0.5225156184320393,0.8057384925383421
siyah,0.5996684898412522,0.9589415962911819,0.12776465199149323,0.4548042318216541,0.10478296511537288,0.06051899913697667,0.9337295242054775,0.4800434629489131,0.6409084844433426,0.7759434678140241,0.2186870528790804,0.016468183146699178,0.6004519886493866,0.011585153713870922,0.058370218653260975,0.7148950871994355,0.3672840963356925,0.08126660267761077,0.18645527627750158,0.5971502103797915,0.41317265536684755,0.6899298292153383,0.827415628216996,0.8057757390573274,0.4029381809011364,0.5386819153733241,0.4428775816082263,0.5435522215604932,0.5237756231804337,0.7137974908069481,0.2988613896992014,0.02932003533846439,0.5798930349333,0.2731650009777741,0.8616314598526336,0.2700098302725348,0.9510167577963639,0.333206116332708,0.7452153793646874,0.6262242639763923,0.054992194477453404,0.6842077775389213,0.6209989430097322,0.013728641665801233,0.9323547848870708,0.24514232836517302,0.3410957638671589,0.02630046784281126,0.6309419468343928,0.24076039908297797,0.16089469761777409,0.5567098836950464,0.4375178457334067,0.665382593503954,0.2710194868480791,0.6011203485492613,0.8681094280815198,0.04546051104067517,0.20800083847873985,0.04993845004833175,0.9852855050779663,0.46390859837894727,0.5638782779330636,0.008372828434728308,0.2513623973483522,0.04269144231717359,0.784553499218709,0.9560012829195632,0.4533691913561625,0.7406633031481373,0.2607250683935911,0.22907185001529462,0.6389025439760597,0.14409916322484917,0.2688530421288039,0.09361778527851905,0.801765185932247,0.42997021372919697,0.009753901361185258,0.5499017473562638,0.42285043550030077,0.021741207722419054,0.10433344801118405,0.39305074454491395,0.696699336554594,0.8714035979097978,0.2701125716156165,0.5164766680057491,0.10010902501146157,0.4656076779474443,0.5424065223592668,0.5969198195023204,0.08773555296615088,0.9562354179337861,0.7263694883271109,0.24084313020793968,0.5565137991012273,0.7061778503934101,0.18670700548395236,0.3042382871736773
gri,0.44499304122838423,0.10647870328765852,0.2903531723030408,0.03459108487974183,0.7562649148509291,0.45846535206391537,0.685746864509293,0.5019447690618508,0.7437013978493753,0.9134738839231626,0.7881186416191838,0.11689657505750095,0.0019440233675284135,0.9746282849100684,0.8973043712231922,0.8244082590624049,0.9685228713670782,0.9036434761283301,0.4025647713295297,0.5205148763437746,0.27132524209800934,0.6122872347611822,0.399517926564834,0.07778413781444338,0.583197909597103,0.1890142740308104,0.40263601661492554,0.2980918083645445,0.2219878113475815,0.25287610886834566,0.15271162428417007,0.48500619662013833,0.23882901272720047,0.6488617663030501,0.5760799329949782,0.8601619561453024,0.5583817356728433,0.5784013146647662,0.42429795919528834,0.8815945375376574,0.6632055289461745,0.6387154908069351,0.7882476495037318,0.7186172228760984,0.7126232507115734,0.9818254887060758,0.7139135164672864,0.9955313306118821,0.24970507895300253,0.6636607792721209,0.6692856912353624,0.6056381336388837,0.8051878978975046,0.09021108629712826,0.6916681495863927,0.22737141222429536,0.09236519731263593,0.001101135161252098,0.4267876548259768,0.7385210795271205,0.7780305826329035,0.4505035530875934,0.7098538043850721,0.9870742076949125,0.9480242144016456,0.6112650092644186,0.5890611953398748,0.17983530377279788,0.03498077268056332,0.828605716776395,0.23150534078203167,0.6719565610311654,0.4657863490625962,0.17300241868069688,0.02594131244601694,0.5953894508677238,0.977299054536773,0.5685926880501434,0.9624491386838567,0.8868795750560191,0.4803554940669672,0.9650268602569506,0.16659662930107,0.0193040214972775,0.6861433515235834,0.984571916716046,0.23079469017825938,0.7812350880528077,0.46208665374039803,0.4649778627572577,0.376580789397321,0.6609225773584168,0.16367751223896498,0.1338417628724724,0.4566508726746503,0.5374770184778445,0.8501236597361965,0.16732918870765645,0.8222582637864251,0.9534598645257238
